MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/12/2021 16:18:55,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,1,0,0,0,nan,0.17
4/12/2021 16:19:48,1.4.2,FR1_Rev,22,4.21,3,1,Pellet,Left,1,0,1,0,48.44,nan
4/12/2021 16:20:15,1.4.2,FR1_Rev,22,4.21,1,1,Right,Left,1,1,1,0,nan,0.28
4/12/2021 16:20:18,1.4.2,FR1_Rev,22,4.21,1,1,Right,Left,1,2,1,0,nan,0.76
4/12/2021 16:20:55,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,2,2,1,0,nan,0.28
4/12/2021 16:20:57,1.4.2,FR1_Rev,22,4.21,1,1,Pellet,Left,2,2,2,0,0.36,nan
4/12/2021 16:21:26,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,3,2,2,0,nan,0.22
4/12/2021 16:21:28,1.4.2,FR1_Rev,22,4.21,1,1,Pellet,Left,3,2,3,0,0.73,nan
4/12/2021 16:22:05,1.4.2,FR1_Rev,22,4.22,1,1,Right,Left,3,3,3,0,nan,0.13
4/12/2021 16:23:24,1.4.2,FR1_Rev,22,4.22,1,1,Right,Left,3,4,3,0,nan,0.13
4/12/2021 16:29:17,1.4.2,FR1_Rev,22,4.21,1,1,Right,Left,3,5,3,0,nan,0.13
4/12/2021 16:31:17,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,4,5,3,0,nan,0.13
4/12/2021 16:31:19,1.4.2,FR1_Rev,22,4.21,1,1,Pellet,Left,4,5,4,0,0.67,nan
4/12/2021 16:35:17,1.4.2,FR1_Rev,22,4.22,1,1,Left,Left,5,5,4,0,nan,0.23
4/12/2021 16:35:20,1.4.2,FR1_Rev,22,4.22,1,1,Pellet,Left,5,5,5,0,1.95,nan
4/12/2021 16:39:00,1.4.2,FR1_Rev,22,4.20,1,1,Right,Left,5,6,5,0,nan,0.55
4/12/2021 16:41:08,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,6,6,5,0,nan,0.20
4/12/2021 16:41:09,1.4.2,FR1_Rev,22,4.21,1,1,Pellet,Left,6,6,6,0,0.06,nan
4/12/2021 17:22:40,1.4.2,FR1_Rev,22,4.20,1,1,Left,Left,7,6,6,0,nan,0.30
4/12/2021 17:22:43,1.4.2,FR1_Rev,22,4.20,1,1,Pellet,Left,7,6,7,0,1.83,nan
4/12/2021 17:23:12,1.4.2,FR1_Rev,22,4.20,1,1,Left,Left,8,6,7,0,nan,0.06
4/12/2021 17:23:15,1.4.2,FR1_Rev,22,4.20,1,1,Pellet,Left,8,6,8,0,1.40,nan
4/12/2021 17:24:08,1.4.2,FR1_Rev,22,4.20,1,1,Left,Left,9,6,8,0,nan,0.44
4/12/2021 17:24:10,1.4.2,FR1_Rev,22,4.20,1,1,Pellet,Left,9,6,9,0,0.85,nan
4/12/2021 17:24:46,1.4.2,FR1_Rev,22,4.20,1,1,Left,Left,10,6,9,0,nan,0.23
4/12/2021 17:24:47,1.4.2,FR1_Rev,22,4.20,1,1,Pellet,Left,10,6,10,0,0.91,nan
4/12/2021 17:25:19,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,11,6,10,0,nan,0.16
4/12/2021 17:25:21,1.4.2,FR1_Rev,22,4.21,1,1,Pellet,Left,11,6,11,0,0.55,nan
4/12/2021 17:25:46,1.4.2,FR1_Rev,22,4.21,1,1,Left,Left,12,6,11,0,nan,0.17
4/12/2021 17:25:48,1.4.2,FR1_Rev,22,4.21,2,1,Pellet,Left,12,6,12,0,0.36,nan
