MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-05-24 18:53:06,1.12.0,FR1_4s_delay,7,3.8,,1,Poke,Left,1,0,0,0,,,0.47,0 days 00:00:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:05:20,1.12.0,FR1_4s_delay,7,3.8,3.0,1,Pellet,Left,1,0,1,0,,,,0 days 00:12:14.000000000,1.0,,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:13:39,1.12.0,FR1_4s_delay,7,3.8,,1,Poke,Left,1,1,1,0,,,0.28,0 days 00:20:33.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:17:02,1.12.0,FR1_4s_delay,7,3.8,,1,Poke,Left,2,1,1,0,,,0.22,0 days 00:23:56.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:18:35,1.12.0,FR1_4s_delay,7,3.8,3.0,1,Pellet,Left,2,1,2,0,,795.0,,0 days 00:25:29.000000000,1.0,13.25,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:16:55,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,3,1,2,0,,,0.25,0 days 01:23:49.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:17:15,1.12.0,FR1_4s_delay,7,3.79,2.0,1,Pellet,Left,3,1,3,0,13.16,3520.0,,0 days 01:24:09.000000000,1.0,58.666666666666664,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:17:46,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,4,1,3,0,,,0.13,0 days 01:24:40.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:17:51,1.12.0,FR1_4s_delay,7,3.79,1.0,1,Pellet,Left,4,1,4,0,0.66,36.0,,0 days 01:24:45.000000000,1.0,0.6,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:18:27,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,5,1,4,0,,,0.23,0 days 01:25:21.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:18:32,1.12.0,FR1_4s_delay,7,3.79,1.0,1,Pellet,Left,5,1,5,0,0.16,41.0,,0 days 01:25:26.000000000,1.0,0.6833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:18:54,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,6,1,5,0,,,0.05,0 days 01:25:48.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:19:16,1.12.0,FR1_4s_delay,7,3.79,2.0,1,Pellet,Left,6,1,6,0,15.33,44.0,,0 days 01:26:10.000000000,1.0,0.7333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:19:45,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,7,1,6,0,,,0.04,0 days 01:26:39.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:19:50,1.12.0,FR1_4s_delay,7,3.79,2.0,1,Pellet,Left,7,1,7,0,0.22,34.0,,0 days 01:26:44.000000000,1.0,0.5666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:20:17,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,8,1,7,0,,,0.09,0 days 01:27:11.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:20:22,1.12.0,FR1_4s_delay,7,3.79,1.0,1,Pellet,Left,8,1,8,0,0.29,32.0,,0 days 01:27:16.000000000,1.0,0.5333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:02:53,1.12.0,FR1_4s_delay,7,3.78,,1,Poke,Left,9,1,8,0,,,0.18,0 days 02:09:47.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:02:58,1.12.0,FR1_4s_delay,7,3.78,1.0,1,Pellet,Left,9,1,9,0,0.35,2556.0,,0 days 02:09:52.000000000,1.0,42.6,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:03:24,1.12.0,FR1_4s_delay,7,3.79,,1,Poke,Left,10,1,9,0,,,0.18,0 days 02:10:18.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:03:29,1.12.0,FR1_4s_delay,7,3.79,1.0,1,Pellet,Left,10,1,10,0,0.16,31.0,,0 days 02:10:23.000000000,1.0,0.5166666666666667,0.0,0.0,,0,FR1_4s_delay
